대분류,훈련과정명,1,2,3,4,5,6,7,8,9,10
풀스텍 개발,클라우드(PaaS)를 활용한 지능형교통정보시스템 UI구현 전문가 양성,기본,심화,기본,기본,기본,기본,없음,심화,기본,심화
풀스텍 개발,[IBM] Cloud Native Dev base AI agent,기본,심화,기본,기본,심화,기본,없음,심화,심화,심화
풀스텍 개발,빅데이터 활용 실무 프로젝트 기반 JAVA 풀스택 개발자 양성과정,기본,심화,심화,기본,기본,기본,없음,기본,기본,심화
풀스텍 개발,"(클라우드 기반 MSA)풀스택 자바 개발자(React,SpringBoot,AWS)",기본,심화,기본,심화,기본,기본,심화,심화,심화,심화
풀스텍 개발,자바(JAVA)&클라우드(AWS) 활용 풀스택 취업캠프[의료영상 API연동 프로젝트],기본,심화,기본,기본,심화,기본,없음,심화,기본,심화
풀스텍 개발,"클라우드 기반의 자바 풀스택 (Springboot, React, flutter) 개발자",기본,심화,기본,심화,기본,기본,심화,심화,기본,심화
풀스텍 개발,생성형 AI를 활용한 자바(JAVA) 풀스택 개발자 (SpringBoot & React.js),기본,심화,기본,심화,기본,기본,기본,기본,기본,심화
풀스텍 개발,프로젝트 기반 AWS 풀스택 웹 개발자 양성,기본,심화,기본,기본,기본,기본,없음,심화,기본,심화
풀스텍 개발,"프로젝트기반 풀스택 개발자 양성 과정(Java,Node,React,Vue)",기본,심화,기본,심화,기본,기본,심화,기본,기본,심화
풀스텍 개발,"클라우드기반 AI Automation 스마트관리시스템(물류관리,생산관리)자바 백엔드개발",기본,심화,심화,기본,기본,기본,없음,심화,기본,심화
풀스텍 개발,기업요구를 반영한 프로젝트 기반 풀스택 개발자 양성과정,기본,심화,기본,기본,기본,기본,없음,기본,기본,심화
풀스텍 개발,"[K디지털] Next Gen AI 융합 풀스택(스프링, 리액트, 앱) 개발자 양성",기본,심화,기본,심화,심화,기본,심화,기본,기본,심화
풀스텍 개발,인공지능 기술 융합 백엔드 웹 전문개발자 양성,기본,심화,기본,기본,심화,기본,없음,기본,기본,심화
풀스텍 개발,자바&Springboot 크로스 플렛폼(풀스택) 융합 응용SW개발자 양성과정,기본,심화,기본,기본,기본,기본,없음,기본,기본,심화
풀스텍 개발,"풀스택 프레임워크(자바,스프링)기반 데이터 융합SW개발자 과정",기본,심화,심화,기본,기본,기본,없음,기본,기본,심화
풀스텍 개발,(실무 프로젝트기반) 자바 풀스택 개발자(React.js와 Springboot활용),기본,심화,기본,심화,기본,기본,기본,기본,기본,심화
풀스텍 개발,클라우드 기반 빅데이터 융합 자바(JAVA) 풀스택개발자 양성과정,기본,심화,심화,기본,기본,기본,없음,심화,기본,심화
풀스텍 개발,(실무 프로젝트기반)자바 풀스택 개발자(React/Springboot/Cloud 배포) 취업과정,기본,심화,기본,심화,기본,기본,기본,심화,기본,심화
풀스텍 개발,인터렉티브 생성형 AI 챗봇 & 풀스택 개발자,기본,심화,기본,기본,심화,기본,없음,기본,기본,심화
풀스텍 개발,한화시스템 BEYOND SW 캠프 - “청년들의 미래를 이끄는 프로그램”,기본,심화,기본,기본,기본,기본,없음,기본,심화,심화
풀스텍 개발,클라우드 기반 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프,기본,심화,기본,기본,기본,기본,없음,심화,기본,심화
풀스텍 개발,기업요구를 반영한 프로젝트형 JAVA&SpringBoot&Vue 개발자 과정,기본,심화,기본,심화,기본,기본,기본,기본,기본,심화
풀스텍 개발,(생성형AI활용)Springboot 기반 웹개발과 Flutter 기반 앱개발 실무양성 심화과정,기본,심화,기본,심화,기본,기본,심화,기본,기본,심화
풀스텍 개발,"UIUX프론트,백엔드(Java,Spring),Data분석(Python)SW개발자 (참여기업프로젝트 참여) 양성과정",기본,심화,기본,기본,기본,기본,없음,기본,기본,심화
풀스텍 개발,DevOps 풀스택 개발자 부트캠프,기본,심화,기본,기본,기본,기본,없음,심화,심화,심화
풀스텍 개발,LG CNS AM Inspire Camp,기본,심화,기본,기본,기본,기본,없음,심화,심화,심화
풀스텍 개발,"생성형 AI 활용 자바 풀스택개발(ChatGPT, Claude, React, Springboot, AWS) 부트캠프",기본,심화,기본,심화,심화,기본,기본,심화,기본,심화
풀스텍 개발,"AWS를 활용한 자바(JAVA),스프링(Spring)기반 풀스택 개발자 양성",기본,심화,기본,기본,기본,기본,없음,심화,기본,심화
풀스텍 개발,"[BNK부산은행]금융DT 아카데미(생성형AI활용,자바,Spring,Flutter) 개발자 양성과정",기본,심화,심화,심화,기본,심화,기본,기본,기본,심화
풀스텍 개발,"프로젝트기반 생성형 챗봇/백엔드 개발자(with 파이선,자바)",기본,심화,기본,기본,심화,기본,없음,기본,기본,심화
풀스텍 개발,"기업의 업무 자동화(RPA, 챗GPT) 플랫폼(JAVA, Spring) 개발",기본,심화,기본,기본,심화,기본,없음,기본,기본,심화
풀스텍 개발,인공지능 디지털 시스템반도체 R&D 설계 인력 양성,기본,심화,기본,기본,기본,기본,없음,기본,기본,심화
풀스텍 개발,[기업맞춤 PBT] 클라우드 기반 AI 서비스,기본,심화,기본,기본,심화,기본,없음,심화,기본,심화
풀스텍 개발,"클라우드 기반의 웹&앱 풀스택 개발자 양성(자바,도커,보안,AWS)",기본,심화,기본,기본,기본,심화,없음,심화,기본,심화
풀스텍 개발,AI와 자바(Spring) 풀스택 과정(실시간 주식 데이터 활용),기본,심화,기본,기본,심화,기본,없음,기본,기본,심화
풀스텍 개발,"클라우드환경 자바(JAVA) 풀스택 AI융합 웹개발자(AWS, SpringBoot, React.js)",기본,심화,기본,심화,심화,기본,기본,심화,기본,심화
풀스텍 개발,"백엔드 개발자 부트캠프(AI, AWS 활용)",기본,심화,기본,기본,심화,기본,없음,심화,기본,심화
풀스텍 개발,현업에서 바로 통하는 자바 풀스택 & 생성형AI 서비스개발 기업 프로젝트 완성,기본,심화,기본,기본,심화,기본,없음,기본,기본,심화
풀스텍 개발,AI기반 빅데이터 플랫폼 풀스택 개발자,기본,심화,심화,기본,심화,기본,없음,기본,기본,심화
풀스텍 개발,클라우드를 활용한 자바 스프링 백엔드 개발자 양성과정,기본,심화,기본,기본,기본,기본,없음,심화,기본,심화
풀스텍 개발,AWS & CI/CD 기반 Java 클라우드 Full-Stack 개발자 양성과정,기본,심화,기본,기본,기본,기본,없음,심화,심화,심화
풀스텍 개발,AWS 활용 자바 풀스택 개발자 양성,기본,심화,기본,기본,기본,기본,없음,심화,기본,심화
풀스텍 개발,초격차 캠프 백엔드 코스,기본,심화,기본,기본,기본,기본,없음,기본,심화,심화
풀스텍 개발,"자바(파이썬) Full-Stack 개발자 양성 과정(Spring Boot기반의 React,JS활용)",기본,심화,기본,심화,기본,기본,기본,기본,기본,심화
풀스텍 개발,AI 활용 웹서비스 개발,기본,심화,기본,기본,심화,기본,없음,기본,기본,심화
풀스텍 개발,클라우드활용 자바 풀스택개발자,기본,심화,기본,기본,기본,기본,없음,심화,기본,심화
풀스텍 개발,"타입스크립트로 함께하는 웹 풀 사이클 개발(React, Node.js)",심화,심화,기본,심화,기본,기본,심화,심화,심화,심화
풀스텍 개발,LG전자 DX School,기본,심화,기본,기본,기본,기본,없음,기본,기본,심화
풀스텍 개발,프로그래머스 데브코스: 생성형 AI활용 백엔드 개발,기본,심화,기본,기본,심화,기본,없음,기본,기본,심화
풀스텍 개발,"심화_생성형 AI·클라우드 풀스택(리액트, 리덕스, JPA, Django) 아키텍처 단기 프로젝트 멘토링 트랙",기본,심화,기본,심화,심화,기본,심화,심화,심화,심화
풀스텍 개발,클라우드기반 AI활용 웹서비스 자바풀스택 실무과정,기본,심화,기본,기본,심화,기본,없음,심화,기본,심화
풀스텍 개발,AWS 활용 Spring 백엔드 개발자 실무 부트캠프,기본,심화,기본,기본,기본,기본,없음,심화,기본,심화
풀스텍 개발,에듀테크 풀스택 AI 개발자 양성(Java),기본,심화,기본,기본,심화,기본,없음,기본,기본,심화
풀스텍 개발,"차세대 AI 예측 Solution 개발(Java, Python)",기본,심화,심화,기본,심화,기본,없음,기본,기본,심화
풀스텍 개발,생성형 AI 활용 IT 스타트업 사업개발자 실무 부트캠프,기본,기본,기본,기본,심화,기본,없음,기본,기본,심화
풀스텍 개발,[GSITM] 부트캠프,기본,심화,기본,기본,기본,기본,없음,기본,기본,심화
풀스텍 개발,[메가존]AI·클라우드 네이티브 개발자 양성과정,기본,심화,기본,기본,심화,기본,없음,심화,심화,심화
풀스텍 개발,(콘텐츠 테크놀러지 2과정) 차세대 가상 엔터테인먼트 콘텐츠 엔지니어 양성과정,기본,심화,기본,기본,기본,기본,없음,기본,기본,심화
풀스텍 개발,[신한투자증권] 프로디지털아카데미,기본,심화,심화,기본,기본,심화,없음,기본,심화,심화
풀스텍 개발,[K디지털] AI&빅데이터 분석 활용 풀스택 서비스 개발,기본,심화,심화,기본,심화,기본,없음,기본,기본,심화
풀스텍 개발,핀테크 클라우드 서비스를 위한 풀스택 개발자 성장 과정,기본,심화,심화,기본,기본,심화,없음,심화,기본,심화
풀스텍 개발,클라우드 네이티브 엔지니어링 개발자 과정,기본,심화,기본,기본,기본,기본,없음,심화,심화,심화
풀스텍 개발,Spring 기반 백엔드 개발자 성장 과정,기본,심화,기본,기본,기본,기본,없음,기본,기본,심화
풀스텍 개발,클라우드 네이티브 풀스택 & DevOps 개발자 아카데미,기본,심화,기본,기본,기본,기본,없음,심화,심화,심화
풀스텍 개발,[구름 x 인프런] 자바 스프링 & 리액트 풀스택 개발자 성장 과정,기본,심화,기본,심화,기본,기본,기본,기본,기본,심화
풀스텍 개발,심화_엔드 투 엔드 AI 통합 풀스택 개발 전문가 과정,기본,심화,기본,기본,심화,기본,없음,기본,심화,심화
풀스텍 개발,e-commerce 기업 연계형 풀스택 자바(Java) 웹 솔루션 개발 과정,기본,심화,심화,기본,기본,기본,없음,기본,기본,심화
풀스텍 개발,[현대이지웰] Java 풀스택 개발자 아카데미,기본,심화,기본,기본,기본,기본,없음,기본,기본,심화
풀스텍 개발,[교보DTS] 실전 SI프로젝트 기반 JAVA 풀스택 개발자 양성과정,기본,심화,기본,없음,기본,기본,없음,기본,기본,심화
풀스텍 개발,스프링Boot & AWS 클라우드 활용 금융서비스 솔루션 백엔드 아키텍쳐 개발 프로젝트,기본,심화,기본,기본,기본,심화,없음,심화,심화,심화
풀스텍 개발,자바(JAVA) 웹개발자 양성과정(클라우드),기본,심화,기본,기본,기본,기본,없음,기본,기본,심화
풀스텍 개발,"빅데이터와 AI를 활용한 자바,파이썬 풀스택 개발자 양성",기본,심화,심화,기본,심화,기본,없음,기본,기본,심화
풀스텍 개발,실시간 커머스 플랫폼 개발자 양성 과정,기본,심화,심화,심화,기본,기본,심화,심화,심화,심화
풀스텍 개발,콘텐츠 융합을 위한 자바(JAVA)기반 Full Stack 개발자 양성과정,기본,심화,기본,없음,기본,기본,없음,기본,기본,심화
풀스텍 개발,MSA기반 자바 백엔드 개발자 양성과정,기본,심화,기본,기본,기본,기본,없음,심화,심화,심화
풀스텍 개발,AI 딥러닝(PYTHON) 중심의 자바(JAVA) 프론트엔드 백엔드 풀스택 개발,기본,심화,기본,기본,심화,기본,없음,기본,기본,심화
풀스텍 개발,AWS클라우드 활용 지능형 웹서비스 풀스택개발,기본,심화,기본,기본,기본,기본,없음,심화,기본,심화
풀스텍 개발,엘리스 클라우드(자바/스프링) 기반 백엔드 엔지니어 트랙,기본,심화,기본,기본,기본,기본,없음,심화,기본,심화
풀스텍 개발,Node.js&React 기반 풀스택(프론트앤드&백앤드) 개발자 양성과정,기본,심화,기본,심화,기본,기본,심화,기본,기본,심화
풀스텍 개발,AI 데이터 분석 풀스택 웹 개발자 양성과정,기본,심화,심화,기본,심화,기본,없음,기본,기본,심화
풀스텍 개발,"ChatGPT 활용 금융서비스 백엔드(자바, 스프링) 개발자",기본,심화,기본,기본,심화,심화,없음,기본,기본,심화
풀스텍 개발,심화_Spring Boot & AWS 클라우드 기반 백엔드 실무 프로젝트 부트캠프,기본,심화,기본,기본,기본,기본,없음,심화,기본,심화
풀스텍 개발,프로그래머스 데브코스 심화_Spring AI와 MSA를 활용한 백엔드 개발,기본,심화,기본,기본,심화,기본,없음,심화,심화,심화
풀스텍 개발,[생성형AI 기반] Spring Boot & AI 융합 지능형 백엔드 개발자 과정,기본,심화,기본,기본,심화,기본,없음,기본,기본,심화
풀스텍 개발,"AWS기반 HyperAutomation융합 웹서비스플랫폼개발(JAVA,Python,RPA)",기본,심화,기본,기본,기본,기본,없음,심화,기본,심화
풀스텍 개발,생성형 AI와 프롬프트를 활용한 자바 응용개발자 양성과정,기본,심화,기본,기본,심화,기본,없음,기본,기본,심화
풀스텍 개발,빅데이터 기반(파이썬·자바·웹) 엘라스틱 검색엔진 개발자,기본,심화,심화,기본,기본,기본,없음,기본,기본,심화
풀스텍 개발,"기업요구 Vue, Spring & Cloud 활용 풀스택 개발자 양성과정",기본,심화,기본,기본,기본,기본,기본,기본,기본,심화
풀스텍 개발,"[풀스텍]클라우드 기반의 웹&앱 개발자 취업연계 부트캠프(자바,도커,보안)",기본,심화,기본,기본,기본,심화,기본,심화,심화,심화
풀스텍 개발,"프로젝트 기반 풀스택(JAVA, Spring) 개발자 양성 과정",기본,심화,기본,없음,기본,기본,없음,기본,기본,심화
풀스텍 개발,클라우드 데브옵스 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프,기본,심화,기본,기본,기본,기본,없음,심화,기본,심화
풀스텍 개발,"프로젝트기반 웹&앱(자바,스프링,리액트,노코드) SW개발자 양성과정",기본,심화,기본,기본,기본,기본,기본,기본,기본,심화
풀스텍 개발,"[실무프로젝트]자바 웹개발자(React, Springboot, intelliJ, AWS)",기본,심화,기본,기본,기본,기본,기본,기본,기본,심화
풀스텍 개발,자바/파이썬/챗GPT를 활용한 AI 개발자 양성과정,기본,심화,기본,기본,심화,기본,없음,기본,기본,심화
풀스텍 개발,JAVA 풀스택 웹&앱 개발자(클라우드) 취업캠프,기본,심화,기본,기본,기본,기본,없음,기본,기본,심화
풀스텍 개발,[프로젝트] 클라우드(AWS)활용 자바/스프링 개발 부트캠프,기본,심화,기본,없음,기본,기본,없음,심화,기본,심화
풀스텍 개발,"지역인재양성을 위한 MSA기반 크로스 플랫폼(자바,Springboot,Flutter) 개발자 과정",기본,심화,기본,심화,기본,기본,심화,기본,심화,심화
풀스텍 개발,"ChatGPT를 활용한 AI 웹앱(자바,파이썬) 서비스 개발자 양성 과정",기본,심화,기본,기본,심화,기본,없음,기본,기본,심화
풀스텍 개발,"프론트엔드(React, React Native) 웹개발&앱개발자 취업캠프",심화,기본,없음,심화,기본,기본,심화,기본,기본,심화
풀스텍 개발,"풀스택 프레임워크(자바,스프링)기반 데이터 융합SW개발자 과정",기본,심화,심화,기본,기본,기본,없음,기본,기본,심화
풀스텍 개발,RPA+시큐어코딩을 활용한 자바스프링 개발자 양성과정,기본,심화,기본,없음,기본,심화,없음,기본,기본,심화
풀스텍 개발,자바(JAVA)와 사물인터넷(IOT)을 활용한 하이브리드 웹앱 풀스택 과정,기본,심화,기본,기본,기본,기본,없음,기본,기본,심화
풀스텍 개발,AI활용 JAVA 풀스택 개발자(클라우드 네이티브 구축),기본,심화,기본,기본,기본,기본,없음,심화,기본,심화
풀스텍 개발,"AI기반 스마트융합(JAVA, PYTHON) 풀스택 개발자 양성",기본,심화,기본,기본,기본,기본,없음,기본,기본,심화
풀스텍 개발,기업요구 프로젝트 중심 MSA기반 자바 풀스택 (클라우드 활용) 개발자 양성과정,기본,심화,기본,기본,기본,기본,없음,심화,심화,심화
풀스텍 개발,클라우드 데브옵스 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프,기본,심화,기본,기본,기본,기본,없음,심화,기본,심화
풀스텍 개발,"AI 활용 실무 프로젝트 기반 풀스택(프론트엔드, 백엔드) 개발자 양성",기본,심화,기본,심화,기본,기본,기본,기본,기본,심화
풀스텍 개발,자바(JAVA)활용 데이터 플랫폼 구축 풀스택 개발자 과정,기본,심화,심화,기본,기본,기본,없음,기본,기본,심화
풀스텍 개발,빅데이터분석(ElasticStack)활용&자바웹개발자,기본,심화,기본,없음,기본,기본,없음,기본,기본,심화
풀스텍 개발,(기업연계) 클라우드 기반 자바 풀스택 개발 프로젝트 과정,기본,심화,기본,기본,기본,기본,없음,심화,기본,심화
풀스텍 개발,인공지능(AI)활용 서비스 개발자(프론트엔드_React) 취업과정,심화,기본,기본,심화,심화,기본,심화,기본,기본,심화
풀스텍 개발,클라우드 AI기반 마이크로서비스 풀스택(리액트/자바) 개발,기본,심화,기본,심화,기본,기본,기본,심화,심화,심화
풀스텍 개발,"[K디지털]실무 프로젝트기반 풀스택(Java, Spring boot, Node.js, React) 부트캠프",기본,심화,기본,심화,기본,기본,심화,기본,기본,심화
풀스텍 개발,"프로젝트 기반 풀스택(프론트/백엔드) 개발자 취업캠프(리액트,자바,스프링부트)",기본,심화,기본,심화,기본,기본,기본,기본,기본,심화
풀스텍 개발,[기업연계 프로젝트형] 풀스텍 개발자 과정,기본,심화,기본,기본,기본,기본,없음,기본,기본,심화
풀스텍 개발,심화_인공지능(AI) 서비스 기반 웹 개발자 심화 프로젝트,기본,심화,기본,기본,심화,기본,없음,기본,심화,심화
풀스텍 개발,MSA기반 플러터(Dart)활용 자바(JAVA)프론트엔드 백엔드 풀스택 웹(앱)개발,기본,심화,기본,심화,기본,기본,심화,심화,심화,심화
풀스텍 개발,전자정부 프레임워크 & React(AWS) 기반 풀_스택 개발자 양성과정,기본,심화,기본,기본,기본,기본,기본,기본,심화,심화
풀스텍 개발,"(롯데)기업맞춤형 프로젝트 기반 백엔드 자바, 스프링 웹 SW개발자 양성과정",기본,심화,기본,없음,기본,기본,없음,기본,기본,심화
풀스텍 개발,"WEB3(웹3)전자지갑 풀스텍(JAVA,React) 개발자",기본,심화,기본,심화,심화,심화,기본,기본,심화,심화
풀스텍 개발,"[취업기업확대]AI활용 풀스택(프론트엔드,백엔드)부트캠프(자바,파이썬,플러터)",기본,심화,기본,기본,기본,기본,기본,기본,심화,심화
풀스텍 개발,"인공지능(AI),빅데이터 활용 웹솔루션 개발자 양성(Python, Java)",기본,심화,기본,기본,기본,기본,없음,기본,심화,심화
풀스텍 개발,AWS기반 스마트오더(Rabbit MQ_양방향 메세징시스템)자바풀스택 웹개발자 양성과정,기본,심화,기본,기본,심화,기본,없음,심화,심화,심화
풀스텍 개발,"생성형AI를 활용한 커머스웹(PHP, Laravel, Docker, AWS)개발자 과정",기본,심화,기본,기본,기본,기본,없음,심화,기본,심화
풀스텍 개발,스마트팩토리(MES)기반 자바(JAVA) 풀스택 개발자 과정,기본,심화,심화,기본,기본,기본,없음,기본,기본,심화
풀스텍 개발,자바와 생성형AI를 활용한 차세대 CRM플랫폼 개발,기본,심화,기본,기본,심화,기본,없음,기본,심화,심화
풀스텍 개발,JAVA(자바)활용 스마트팩토리 MES 웹 솔루션 개발자,기본,심화,심화,기본,기본,기본,없음,기본,기본,심화
풀스텍 개발,자바 풀스택&AI를 활용한 개발자양성 취업과정(APS플랫폼 개발),기본,심화,심화,기본,기본,기본,없음,기본,심화,심화
풀스텍 개발,"[프로젝트기반]자바 풀스택 개발자(React.js, Springboot, CI/CD 활용)",기본,심화,기본,심화,기본,기본,기본,심화,기본,심화
풀스텍 개발,지능형 블록체인 웹 개발자 양성과정,기본,기본,기본,기본,심화,심화,기본,기본,심화,심화
AI,빅데이터 기반 AI활용 앱&웹 개발자(풀스택) 취업캠프,심화,심화,심화,심화,기본,기본,심화,기본,심화,기본
AI,"[이스트캠프] AI 휴먼(멀티모달, TTS, STT, 프롬프트 엔지니어링, RAG)",심화,심화,심화,기본,기본,심화,심화,기본,기본,기본
AI,RDB 활용 GEN-AI 풀스택 개발자 과정,심화,심화,심화,심화,기본,기본,기본,기본,심화,기본
AI,AI기반 자율주행(ROS2) 산업융합 Biz모델 개발 과정,심화,심화,심화,기본,심화,기본,기본,기본,기본,기본
AI,심화_인공지능 YOLO기반 부트캠프,심화,심화,심화,기본,심화,없음,기본,기본,기본,기본
AI,심화_생성형 AI와 AWS 클라우드를 활용한 풀스택 & 자동화 실무 개발,심화,심화,심화,기본,기본,기본,심화,기본,심화,심화
AI,클라우드기반 AI 대화형 서비스 웹개발자 양성,심화,심화,심화,기본,기본,기본,기본,기본,심화,심화
AI,생성형AI 활용(인공지능)머신러닝 · 딥러닝 웹(앱)개발 과정,심화,심화,심화,기본,기본,기본,심화,기본,심화,기본
AI,융합_데이터 기반 차세대 디지털 헬스케어 AI 솔루션,심화,심화,심화,심화,기본,기본,기본,기본,기본,기본
AI,(기업연계형) AI를 이용한 스마트플랫폼 개발자 양성과정,심화,심화,심화,심화,기본,기본,기본,기본,심화,기본
AI,융합_건양대학교병원 바이오메디컬 인공지능,심화,심화,심화,기본,없음,없음,기본,기본,기본,기본
AI,[AWS] 바이오 헬스케어 AI 아카데미,심화,심화,심화,기본,기본,기본,기본,기본,기본,심화
AI,빅데이터 분석 및 AI(머신·딥러닝) 활용 개발 전문가 취업캠프,심화,심화,심화,심화,기본,기본,기본,기본,기본,기본
AI,재직자_[SK AX] 생성형 AI 서비스 개발 Skill-up (SKALA-G.AI),심화,심화,심화,기본,기본,기본,심화,기본,심화,기본
AI,재직자_INNER CIRCLE : 인공지능(AI) 마스터 Course,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본
AI,AI기반 시스템 및 응용소프트웨어 개발자 양성과정,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본
AI,"빅데이터(파이썬) 분석 기반 AI(머신러닝, 딥러닝) & 추천 알고리즘 개발",심화,심화,심화,심화,기본,기본,기본,기본,기본,기본
AI,GEN-AI RAG 문자(음성)데이터응용SW 개발자 과정,심화,심화,심화,심화,기본,심화,심화,기본,기본,기본
AI,언어지능기반 분석서비스 개발자과정,심화,심화,심화,기본,없음,심화,기본,기본,심화,기본
AI,실무로 배우는 생성형AI & 클라우드 서비스 개발 전문가 과정(GPT & LLM 활용),심화,심화,심화,기본,기본,심화,심화,기본,심화,심화
AI,생성 AI 응용 서비스 개발자 양성 과정,심화,심화,심화,기본,기본,기본,심화,기본,심화,기본
AI,"[이스트캠프] 와썹 AI 모델 개발(Python, 인공지능, 딥러닝)",심화,심화,심화,기본,기본,기본,기본,기본,기본,기본
AI,SK네트웍스 Family AI 캠프,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본
AI,AI(인공지능) Lab,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본
AI,융합_메티컬 AI with 스마트웰니스,심화,심화,심화,기본,없음,없음,기본,기본,기본,기본
AI,재직자_금융데이터를 활용한 AI 개발 심화 교육,심화,심화,심화,심화,기본,기본,기본,기본,기본,기본
AI,[Intel] 엣지 AI SW 아카데미,심화,심화,심화,기본,기본,기본,기본,심화,기본,기본
AI,심화_기업 연계형 실전 프로젝트 중심 AI과정_자연어처리(심화),심화,심화,심화,기본,기본,심화,기본,기본,기본,기본
AI,[Microsoft] 인공지능 SW 아카데미,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본
AI,AWS AI School,심화,심화,심화,기본,기본,기본,기본,기본,기본,심화
AI,심화_기업 연계형 실전 프로젝트 중심 AI과정_이미지처리(심화),심화,심화,심화,기본,기본,기본,기본,기본,기본,기본
AI,기업맞춤형 AI+X 융복합 인재 양성 과정,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본
AI,헬스케어 데이터 기반 인공지능 디지털 의료 웹 서비스 개발자 양성과정,심화,심화,심화,심화,기본,기본,기본,기본,심화,기본
AI,심화_생성형 AI활용 인재양성과정 (조별멘토),심화,심화,심화,기본,기본,기본,심화,기본,기본,기본
AI,AI 심화 캠프,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본
AI,인공지능 핀봇(챗봇) 실무프로젝트,심화,심화,심화,기본,기본,심화,기본,기본,기본,기본
AI,AI·빅데이터 전문가 양성과정,심화,심화,심화,심화,기본,기본,기본,기본,기본,기본
AI,[에스트래픽] 스마트 모빌리티 DX Academy,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본
AI,의료 Medical AI 분석 서비스 개발자 과정,심화,심화,심화,기본,없음,없음,기본,기본,심화,기본
AI,[아이펠]딥러닝 개발자 도약 과정,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본
AI,"AI 서비스 개발자 (Search, 객체탐지, 판독)",심화,심화,심화,기본,심화,기본,기본,기본,심화,기본
AI,AI 기반 지능형 서비스 개발 전문가 과정,심화,심화,심화,기본,기본,기본,기본,기본,심화,기본
AI,[End-to-End] AI 개발자 마스터 과정,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본
AI,"딥러닝 모델(자연어처리, 컴퓨터비전) 기반 AI 엔지니어 부트캠프",심화,심화,심화,기본,심화,심화,기본,기본,기본,기본
AI,[우리FIS 아카데미] AI 엔지니어링,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본
AI,[K-디지털] 생성형 AI 기반 서비스 개발자 양성,심화,심화,심화,기본,기본,기본,심화,기본,심화,기본
AI,[대보정보통신] AI-X 스마트 교통 및 인프라 유지관리 아카데미,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본
AI,재직자_AI Multi-Agent 서비스 실전프로젝트,심화,심화,심화,기본,기본,기본,기본,기본,심화,기본
AI,심화_AI기반 지능형 솔루션 개발 과정,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본
AI,(현대로템) K-방산 AI모델 개발과정,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본
AI,챗GPT를 활용한 자바(JAVA) 스프링 및 데이터 분석 시스템기반 웹 플랫폼 구축 과정,심화,심화,심화,심화,기본,심화,심화,기본,심화,기본
AI,[엔비디아] NVIDIA AI Academy,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본
AI,[삼정] ESG 데이터 활용 AX Academy with AI Agent,심화,심화,심화,심화,기본,기본,기본,기본,기본,기본
AI,AI를 활용한 MVP 프로덕트 매니저 양성과정,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본
AI,심화_AI Roboflow를 활용한 부유물탐지 시스템 구축과정,심화,심화,심화,기본,심화,없음,기본,기본,기본,기본
AI,융합_삼정 Future Academy,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본
AI,AI 서비스 기획 개발 과정,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본
AI,고품질 이미지 AI 모델 개발자 양성과정,심화,심화,심화,기본,심화,없음,기본,기본,기본,기본
AI,"빅데이터 분석을 위한 AI(머신러닝,딥러닝기반)서비스 개발자 양성(JAVA,파이썬)",심화,심화,심화,심화,기본,기본,기본,기본,심화,기본
AI,(기업연계형) AI와 유니티엔진을 활용한 게임제작 부트캠프,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본
AI,심화_LowCode 기반의 AI융합 스마트관리시스템 개발 심화과정,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본
AI,심화_생성형 Ai를 활용한 인공지능개발자 부트캠프,심화,심화,심화,기본,기본,기본,심화,기본,기본,기본
AI,융합_머신비전을 활용한 AI 기반의 첨단제조 분야 제어 SW 개발과정,심화,심화,심화,기본,심화,없음,기본,기본,기본,기본
AI,"AI를 활용한 자바(JAVA)개발자 (React, SpringBoot, LLM)",심화,심화,심화,기본,기본,심화,심화,기본,심화,기본
AI,인공지능 블록봇(챗봇) 실무프로젝트,심화,심화,심화,기본,심화,심화,심화,기본,기본,기본
게임,Unreal 기반 3D 게임 개발자 양성과정,심화,기본,기본,기본,심화,기본,심화,기본,기본,심화
게임,AI 네이티브 언리얼(Unreal) 게임프로그래밍(VR콘텐츠 제작 전문가 양성),심화,기본,기본,기본,심화,심화,심화,기본,기본,심화
게임,AI를 활용한 차세대 스마트 게임 개발자 양성과정,기본,기본,기본,기본,기본,심화,기본,기본,기본,심화
